Season,DayNum,team_1_id,team_1_name,team_1_games_played,team_1_wins,team_1_losses,team_1_points_scored,team_1_points_allowed,team_2_id,team_2_name,team_2_games_played,team_2_wins,team_2_losses,team_2_points_scored,team_2_points_allowed,is_neutral,team_1_won
2007,115,1155,Clemson,26,19,7,1933,1684,1181,Duke,27,20,7,1879,1596,0,0
2007,115,1172,Davidson,26,22,4,2077,1802,1202,Furman,25,12,13,1691,1705,0,1
2007,115,1168,CS Fullerton,23,16,7,1873,1757,1364,UC Santa Barbara,23,14,9,1643,1568,0,1
2007,115,1309,New Orleans,26,11,15,1891,1970,1114,Ark Little Rock,26,11,15,1706,1819,0,0
2007,115,1186,E Washington,24,10,14,2000,2027,1226,Idaho St,24,11,13,1594,1599,0,1
2007,115,1392,Stony Brook,26,9,17,1583,1688,1107,SUNY Albany,27,18,9,1862,1799,0,0
2007,115,1240,Jacksonville St,26,7,19,1703,1857,1183,E Illinois,27,8,19,1654,1803,0,0
2007,115,1317,North Texas,24,15,9,1832,1744,1117,Arkansas St,26,12,14,1848,1894,0,0
2007,115,1139,Butler,27,23,4,1868,1528,1260,Loyola-Chicago,26,17,9,1807,1707,0,0
2007,115,1340,Portland St,26,14,12,1961,1991,1170,CS Sacramento,24,7,17,1742,1987,0,1
2007,115,1333,Oregon St,27,9,18,1730,1901,1449,Washington,26,16,10,2030,1924,0,1
2007,115,1144,Campbell,25,9,16,1908,2011,1255,Longwood,27,7,20,1701,2021,0,1
2007,115,1148,Central Conn,28,17,11,1893,1830,1352,Robert Morris,23,15,8,1710,1635,0,1
2007,115,1122,Austin Peay,25,16,9,1727,1670,1184,E Kentucky,25,15,10,1644,1614,0,1
2007,115,1285,Montana,25,12,13,1756,1757,1319,Northern Arizona,23,12,11,1872,1888,0,0
2007,115,1316,North Florida,25,0,25,1317,1710,1252,Lipscomb,25,15,10,1663,1609,0,1
2007,115,1322,Northwestern LA,24,12,12,1860,1866,1311,Nicholls St,25,5,20,1728,2035,0,0
2007,115,1398,Tennessee St,28,10,18,1781,1970,1287,Morehead St,25,9,16,1593,1637,0,1
2007,115,1386,St Joseph's PA,25,15,10,1684,1581,1396,Temple,25,11,14,1894,1842,0,1
2007,115,1358,Sam Houston St,23,15,8,1694,1589,1426,UT Arlington,23,9,14,1641,1777,0,1
2007,115,1368,SE Louisiana,23,13,10,1575,1591,1146,Cent Arkansas,23,4,19,1421,1573,0,1
2007,115,1359,Samford,27,13,14,1552,1635,1369,SE Missouri St,27,9,18,1882,2084,0,0
2007,115,1372,SF Austin,21,11,10,1333,1284,1402,Texas St,23,6,17,1702,1947,0,1
2007,115,1373,Siena,27,17,10,2031,1890,1264,Manhattan,27,12,15,1774,1858,0,1
2007,115,1346,Quinnipiac,23,11,12,1611,1645,1384,St Francis PA,25,4,21,1632,1846,0,0
2007,115,1225,Idaho,26,3,23,1612,1943,1305,Nevada,25,23,2,1918,1657,0,0
2007,115,1308,New Mexico St,25,19,6,1970,1832,1429,Utah St,26,19,7,1832,1704,0,1
2007,115,1129,Boise St,24,14,10,1796,1679,1363,San Jose St,26,4,22,1628,1885,0,1
2007,115,1127,Binghamton,27,12,15,1792,1803,1216,Hartford,27,12,15,1688,1756,0,1
2007,115,1239,Jacksonville,24,12,12,1729,1813,1125,Belmont,26,17,9,1840,1678,0,0
2007,115,1414,UC Irvine,28,12,16,1847,1885,1413,UC Davis,24,4,20,1578,1896,0,1
2007,115,1190,ETSU,26,18,8,1849,1768,1391,Stetson,26,9,17,1714,1894,0,1
2007,115,1189,Elon,25,4,21,1512,1781,1441,W Carolina,26,8,18,1765,1966,0,1
2007,115,1324,Oakland,27,14,13,1839,1843,1147,Centenary,28,10,18,1941,2092,0,1
2007,115,1249,Lamar,23,9,14,1612,1708,1394,TAM C. Christi,23,18,5,1821,1628,0,1
2007,115,1237,IUPUI,24,11,13,1614,1629,1331,Oral Roberts,27,18,9,1903,1757,0,0
2007,115,1332,Oregon,27,20,7,2063,1813,1450,Washington St,26,22,4,1744,1501,0,1
2007,115,1244,Kennesaw,28,10,18,1879,1997,1273,Mercer,25,11,14,1820,1900,0,1
2007,115,1256,Louisiana Tech,26,9,17,1641,1790,1201,Fresno St,26,18,8,1859,1688,0,0
2007,115,1123,Ball St,26,9,17,1562,1659,1141,C Michigan,25,10,15,1630,1739,0,0
2007,115,1220,Hofstra,27,19,8,1966,1877,1423,UNC Wilmington,26,6,20,1679,1856,0,1
2007,115,1459,Wofford,24,6,18,1688,1855,1204,Ga Southern,25,10,15,1684,1747,0,0
2007,115,1415,UC Riverside,24,4,20,1500,1773,1142,Cal Poly,22,12,10,1601,1602,0,0
2007,115,1442,W Illinois,25,4,21,1564,1791,1282,Missouri KC,26,9,17,1810,1972,0,0
2007,115,1447,Wagner,25,9,16,1737,1844,1291,Mt St Mary's,27,9,18,1739,1852,0,0
2007,115,1293,Murray St,24,12,12,1580,1614,1399,Tennessee Tech,28,17,11,2096,2049,0,1
2007,115,1157,Coastal Car,23,11,12,1665,1673,1421,UNC Asheville,23,5,18,1538,1734,0,0
2007,115,1407,Troy,26,10,16,1907,1996,1292,MTSU,26,11,15,1599,1678,0,1
2007,115,1425,USC,27,19,8,1909,1686,1390,Stanford,25,17,8,1750,1638,0,1
2007,115,1296,N Illinois,24,5,19,1585,1732,1405,Toledo,25,14,11,1718,1714,0,0
2007,116,1110,American Univ,27,14,13,1755,1699,1248,Lafayette,26,7,19,1657,1915,0,1
2007,116,1217,Harvard,24,10,14,1757,1887,1335,Penn,24,16,8,1768,1643,0,0
2007,116,1145,Canisius,27,11,16,1886,1959,1351,Rider,27,14,13,1882,1983,0,0
2007,116,1310,Niagara,28,17,11,2099,2075,1259,Loyola MD,27,16,11,1913,1843,0,1
2007,116,1171,Dartmouth,23,8,15,1340,1548,1343,Princeton,23,11,12,1170,1210,0,1
2007,116,1135,Brown,25,9,16,1500,1580,1162,Columbia,23,12,11,1469,1490,0,1
2007,116,1233,Iona,27,2,25,1579,1894,1389,St Peter's,27,4,23,1626,1821,0,0
2007,116,1284,Monmouth NJ,28,12,16,1801,1873,1357,Sacred Heart,27,14,13,2091,2091,0,0
2007,116,1463,Yale,22,11,11,1500,1462,1165,Cornell,23,13,10,1487,1472,0,1
2007,117,1359,Samford,28,13,15,1619,1705,1183,E Illinois,28,9,19,1723,1868,0,1
2007,117,1360,San Diego,24,12,12,1775,1781,1339,Portland,27,7,20,1639,1885,0,1
2007,117,1361,San Diego St,25,17,8,1817,1710,1140,BYU,26,20,6,2011,1796,0,1
2007,117,1324,Oakland,28,15,13,1909,1906,1331,Oral Roberts,28,19,9,1986,1830,0,1
2007,117,1456,William & Mary,28,15,13,1781,1794,1330,Old Dominion,29,22,7,2061,1798,0,0
2007,117,1442,W Illinois,26,4,22,1618,1880,1381,Southern Utah,26,14,12,1767,1750,0,1
2007,117,1443,WKU,29,19,10,2265,2094,1198,Florida Intl,25,10,15,1606,1771,0,1
2007,117,1447,Wagner,26,9,17,1814,1926,1192,F Dickinson,26,13,13,1898,1954,0,1
2007,117,1182,Duquesne,25,10,15,1946,2100,1382,St Bonaventure,26,6,20,1747,2002,0,0
2007,117,1383,St Francis NY,28,7,21,1766,1937,1291,Mt St Mary's,28,10,18,1821,1929,0,1
2007,117,1384,St Francis PA,26,5,21,1705,1918,1254,LIU Brooklyn,26,9,17,1771,1906,0,1
2007,117,1349,Rice,24,11,13,1628,1707,1374,SMU,25,12,13,1551,1559,0,1
2007,117,1350,Richmond,26,6,20,1539,1768,1386,St Joseph's PA,26,16,10,1776,1657,0,1
2007,117,1309,New Orleans,27,11,16,1955,2035,1419,ULM,26,14,12,1811,1911,0,1
2007,117,1418,Louisiana,27,8,19,1789,1947,1317,North Texas,25,15,10,1903,1818,0,0
2007,117,1318,Northeastern,29,11,18,1790,1946,1206,George Mason,28,15,13,1765,1627,0,1
2007,117,1237,IUPUI,25,11,14,1687,1712,1147,Centenary,29,10,19,2004,2162,0,1
2007,117,1239,Jacksonville,25,12,13,1800,1899,1252,Lipscomb,26,15,11,1727,1682,0,1
2007,117,1240,Jacksonville St,27,7,20,1768,1926,1369,SE Missouri St,28,10,18,1952,2151,0,1
2007,117,1308,New Mexico St,26,20,6,2046,1905,1201,Fresno St,27,19,8,1923,1751,0,0
2007,117,1247,La Salle,27,10,17,1948,1977,1203,G Washington,25,17,8,1771,1619,0,0
2007,117,1164,Coppin St,26,8,18,1607,1900,1224,Howard,26,9,17,1712,1889,0,1
2007,117,1135,Brown,26,10,16,1564,1639,1165,Cornell,24,13,11,1542,1540,0,0
2007,117,1166,Creighton,28,18,10,1877,1723,1455,Wichita St,28,16,12,1939,1803,0,1
2007,117,1347,Radford,26,6,20,1804,1976,1251,Liberty,26,10,16,1925,1996,0,0
2007,117,1253,Long Beach St,24,17,7,1885,1763,1413,UC Davis,25,4,21,1637,1969,0,1
2007,117,1256,Louisiana Tech,27,9,18,1704,1854,1429,Utah St,27,19,8,1905,1780,0,1
2007,117,1337,Pepperdine,27,7,20,2070,2223,1388,St Mary's CA,25,11,14,1728,1702,0,0
2007,117,1344,Providence,26,17,9,1992,1822,1393,Syracuse,27,19,8,2037,1812,0,0
2007,117,1214,Hampton,26,13,13,1772,1808,1354,S Carolina St,26,11,15,1710,1781,0,0
2007,117,1356,S Illinois,28,23,5,1764,1589,1191,Evansville,29,14,15,1966,1936,0,1
2007,117,1402,Texas St,24,6,18,1777,2025,1358,Sam Houston St,24,16,8,1786,1667,0,0
2007,117,1171,Dartmouth,24,9,15,1393,1591,1335,Penn,25,17,8,1851,1710,0,0
2007,117,1340,Portland St,27,15,12,2061,2064,1226,Idaho St,25,11,14,1673,1681,0,1
2007,117,1415,UC Riverside,25,4,21,1554,1843,1364,UC Santa Barbara,24,14,10,1716,1647,0,0
2007,117,1151,Chattanooga,27,11,16,1772,1857,1422,UNC Greensboro,28,15,13,1944,1921,0,0
2007,117,1149,Charleston So,24,4,20,1575,1835,1421,UNC Asheville,24,6,18,1620,1811,0,0
2007,117,1417,UCLA,26,23,3,1911,1574,1390,Stanford,26,17,9,1815,1707,0,1
2007,117,1375,South Alabama,27,18,9,1888,1794,1407,Troy,27,11,16,1980,2066,0,0
2007,117,1403,Texas Tech,28,17,11,2029,1936,1329,Oklahoma St,26,18,8,1962,1854,0,1
2007,117,1366,Savannah St,25,7,18,1381,1682,1255,Longwood,28,7,21,1781,2109,0,1
2007,117,1332,Oregon,28,21,7,2127,1872,1449,Washington,27,16,11,2095,1997,0,1
2007,117,1116,Arkansas,27,16,11,1915,1754,1397,Tennessee,28,19,9,2242,2093,0,0
2007,117,1437,Villanova,26,17,9,1875,1676,1353,Rutgers,26,9,17,1535,1732,0,1
2007,117,1434,Valparaiso,28,14,14,1819,1825,1282,Missouri KC,27,10,17,1899,2026,0,1
2007,117,1209,Georgia St,28,10,18,1793,2013,1433,VCU,29,23,6,2195,1892,0,0
2007,117,1396,Temple,26,11,15,1970,1934,1150,Charlotte,26,13,13,1835,1874,0,1
2007,117,1395,TCU,25,10,15,1567,1692,1102,Air Force,27,22,5,1869,1507,0,1
2007,117,1106,Alabama St,24,8,16,1427,1582,1341,Prairie View,24,4,20,1380,1737,0,0
2007,117,1439,Virginia Tech,26,18,8,1895,1694,1274,Miami FL,27,11,16,1924,1951,0,1
2007,117,1408,Tulane,23,11,12,1582,1589,1379,Southern Miss,22,13,9,1474,1405,0,1
2007,117,1409,Tulsa,24,14,10,1617,1515,1416,UCF,25,18,7,1827,1648,0,1
2007,117,1412,UAB,27,14,13,1787,1754,1267,Marshall,27,11,16,1789,1886,0,1
2007,117,1423,UNC Wilmington,27,6,21,1744,1924,1174,Delaware,29,5,24,1741,2012,0,1
2007,117,1328,Oklahoma,25,14,11,1701,1457,1400,Texas,27,20,7,2234,1909,0,0
2007,117,1401,Texas A&M,27,23,4,2023,1515,1124,Baylor,25,12,13,1830,1776,0,1
2007,117,1425,USC,28,20,8,1978,1751,1143,California,27,14,13,1912,1884,0,1
2007,117,1394,TAM C. Christi,24,18,6,1898,1706,1427,UT San Antonio,23,3,20,1313,1585,0,1
2007,117,1130,Boston College,27,18,9,2065,1896,1155,Clemson,27,19,8,1999,1755,0,1
2007,117,1316,North Florida,26,1,25,1390,1774,1125,Belmont,27,18,9,1926,1749,0,0
2007,117,1104,Alabama,27,19,8,2002,1820,1120,Auburn,27,14,13,1951,1941,0,0
2007,117,1208,Georgia,25,15,10,1874,1679,1280,Mississippi St,26,16,10,1983,1746,0,1
2007,117,1207,Georgetown,26,21,5,1802,1468,1338,Pittsburgh,28,24,4,2019,1718,0,1
2007,117,1204,Ga Southern,26,11,15,1752,1793,1158,Col Charleston,29,20,9,1994,1867,0,1
2007,117,1278,Minnesota,28,9,19,1742,1876,1276,Michigan,28,18,10,1814,1687,0,0
2007,117,1277,Michigan St,28,20,8,1857,1567,1231,Indiana,26,18,8,1852,1613,0,1
2007,117,1283,Missouri St,28,19,9,2064,1807,1179,Drake,28,15,13,2060,2064,0,1
2007,117,1242,Kansas,28,24,4,2202,1680,1235,Iowa St,26,13,13,1637,1683,0,1
2007,117,1160,Colorado,23,6,17,1570,1835,1243,Kansas St,28,19,9,1987,1823,0,0
2007,117,1371,Seton Hall,25,11,14,1847,1826,1378,South Florida,27,12,15,1768,1773,0,1
2007,117,1133,Bradley,29,18,11,2204,2079,1232,Indiana St,27,11,16,1678,1784,0,1
2007,117,1119,Army,26,12,14,1560,1642,1137,Bucknell,27,19,8,1715,1578,0,0
2007,117,1189,Elon,26,5,21,1586,1846,1111,Appalachian St,26,20,6,1932,1768,0,0
2007,117,1115,Ark Pine Bluff,24,7,17,1407,1588,1212,Grambling,19,8,11,1192,1367,0,1
2007,117,1114,Ark Little Rock,27,12,15,1771,1883,1117,Arkansas St,27,13,14,1922,1965,0,0
2007,117,1190,ETSU,27,19,8,1933,1817,1273,Mercer,26,11,15,1871,1987,0,1
2007,117,1199,Florida St,28,17,11,2071,1920,1301,NC State,26,14,12,1882,1858,0,1
2007,117,1348,Rhode Island,26,15,11,1996,2012,1200,Fordham,25,14,11,1590,1596,0,0
2007,117,1161,Colorado St,24,13,11,1754,1722,1461,Wyoming,26,14,12,1935,1939,0,1
2007,117,1463,Yale,23,12,11,1568,1517,1162,Columbia,24,12,12,1528,1554,0,0
2007,117,1271,MD E Shore,25,2,23,1466,1841,1288,Morgan St,25,10,15,1711,1804,0,0
2007,117,1290,MS Valley St,27,13,14,1622,1691,1238,Jackson St,26,15,11,1851,1917,0,1
2007,117,1292,MTSU,27,11,16,1669,1751,1194,FL Atlantic,27,14,13,1996,2106,0,1
2007,117,1362,San Francisco,27,11,16,1989,2052,1211,Gonzaga,29,19,10,2286,2032,0,0
2007,117,1217,Harvard,25,10,15,1824,1970,1343,Princeton,24,11,13,1213,1263,0,1
2007,117,1363,San Jose St,27,4,23,1692,1968,1218,Hawaii,27,15,12,1935,1795,0,0
2007,117,1177,DePaul,27,15,12,1808,1716,1153,Cincinnati,27,10,17,1757,1828,0,1
2007,117,1406,Towson,29,14,15,1985,1986,1180,Drexel,27,20,7,1801,1658,0,0
2007,117,1139,Butler,28,23,5,1939,1603,1178,Detroit,28,11,17,1797,1864,0,1
2007,117,1168,CS Fullerton,24,17,7,1952,1830,1142,Cal Poly,23,13,10,1671,1656,0,0
2007,117,1144,Campbell,26,10,16,1996,2091,1205,Gardner Webb,27,8,19,1711,1960,0,1
2007,117,1219,High Point,25,16,9,1776,1709,1440,VMI,25,8,17,2428,2496,0,1
2007,117,1241,James Madison,28,7,21,1779,2007,1220,Hofstra,28,20,8,2034,1942,0,0
2007,117,1398,Tennessee St,29,11,18,1843,2016,1184,E Kentucky,26,15,11,1712,1691,0,0
2007,117,1186,E Washington,25,11,14,2082,2106,1170,CS Sacramento,25,7,18,1815,2087,0,1
2007,117,1187,East Carolina,23,2,21,1298,1566,1431,UTEP,27,14,13,2058,1911,0,1
2007,117,1311,Nicholls St,26,6,20,1821,2127,1146,Cent Arkansas,24,4,20,1484,1639,0,0
2007,117,1156,Cleveland St,26,6,20,1602,1817,1464,Youngstown St,26,11,15,1690,1786,0,1
2007,117,1159,Colgate,26,8,18,1456,1616,1298,Navy,26,12,14,1601,1672,0,1
2007,117,1103,Akron,25,19,6,1860,1525,1132,Bowling Green,25,10,15,1637,1736,0,1
2007,117,1105,Alabama A&M,22,4,18,1257,1496,1411,TX Southern,22,10,12,1413,1617,0,1
2007,117,1169,CS Northridge,25,11,14,1849,1885,1334,Pacific,24,10,14,1620,1699,0,1
2007,117,1376,South Carolina,26,13,13,1671,1758,1279,Mississippi,27,18,9,2002,1844,0,1
2007,117,1380,Southern Univ,27,7,20,1583,1841,1108,Alcorn St,25,9,16,1651,1902,0,1
2007,117,1404,TN Martin,29,7,22,1835,2034,1293,Murray St,25,13,12,1640,1670,0,0
2007,117,1295,N Dakota St,21,13,8,1531,1390,1355,S Dakota St,27,5,22,1649,1955,0,1
2007,117,1313,Norfolk St,25,8,17,1585,1847,1299,NC A&T,25,10,15,1776,1816,0,0
2007,117,1258,Loy Marymount,26,10,16,1723,1911,1365,Santa Clara,26,19,7,1769,1625,0,1
2007,117,1261,LSU,27,14,13,1846,1672,1196,Florida,28,25,3,2249,1697,0,1
2007,117,1260,Loyola-Chicago,27,18,9,1882,1778,1227,IL Chicago,28,11,17,1952,2003,0,0
2007,117,1336,Penn St,26,10,16,1715,1738,1228,Illinois,29,20,9,1907,1666,0,0
2007,117,1236,PFW,23,7,16,1476,1669,1410,UTRGV,22,9,13,1439,1519,0,1
2007,117,1304,Nebraska,24,13,11,1593,1539,1281,Missouri,26,17,9,1999,1801,0,1
2007,117,1129,Boise St,25,15,10,1879,1743,1305,Nevada,26,24,2,2002,1725,0,0
2007,117,1265,Marist,29,22,7,2156,1967,1373,Siena,28,18,10,2109,1951,0,1
2007,117,1269,Massachusetts,27,20,7,2088,1839,1387,St Louis,26,16,10,1715,1698,0,1
2007,117,1275,Miami OH,26,14,12,1536,1493,1138,Buffalo,27,11,16,1814,1914,0,1
2007,117,1175,Delaware St,26,15,11,1525,1553,1197,Florida A&M,25,13,12,1739,1803,0,1
2007,117,1154,Citadel,25,4,21,1369,1715,1172,Davidson,27,23,4,2152,1859,0,0
2007,117,1323,Notre Dame,27,21,6,2199,1796,1266,Marquette,28,21,7,2015,1768,0,1
2007,117,1428,Utah,26,9,17,1792,1841,1307,New Mexico,27,14,13,2024,1975,0,1
2007,117,1312,NJIT,25,5,20,1439,1725,1430,Utah Valley,25,18,7,1783,1550,0,0
2007,117,1320,Northern Iowa,28,16,12,1838,1769,1229,Illinois St,28,14,14,1852,1811,0,1
2007,117,1368,SE Louisiana,24,14,10,1641,1654,1322,Northwestern LA,25,12,13,1952,1959,0,0
2007,117,1346,Quinnipiac,24,11,13,1683,1718,1352,Robert Morris,24,15,9,1796,1723,0,1
2007,117,1173,Dayton,26,16,10,1738,1712,1462,Xavier,27,20,7,2079,1749,0,0
2007,117,1426,UT Arlington,24,9,15,1719,1869,1372,SF Austin,22,12,10,1411,1359,0,1
2007,117,1321,Northwestern,25,11,14,1407,1448,1345,Purdue,27,17,10,1897,1734,0,0
2007,117,1157,Coastal Car,24,11,13,1742,1755,1457,Winthrop,24,20,4,1757,1508,0,0
2007,117,1438,Virginia,25,17,8,1959,1799,1210,Georgia Tech,27,18,9,2113,1829,0,1
2007,117,1122,Austin Peay,26,17,9,1804,1738,1287,Morehead St,26,9,17,1639,1699,0,0
2007,117,1244,Kennesaw,29,11,18,1966,2048,1391,Stetson,27,9,18,1763,1978,0,1
2007,117,1453,WI Green Bay,27,14,13,1820,1809,1454,WI Milwaukee,29,8,21,1856,2062,0,0
2007,117,1333,Oregon St,28,10,18,1803,1966,1450,Washington St,27,22,5,1803,1565,0,0
2007,117,1249,Lamar,24,10,14,1690,1785,1270,McNeese St,25,10,15,1508,1682,0,1
2007,117,1325,Ohio,26,16,10,1932,1845,1245,Kent,26,17,9,1782,1623,0,0
2007,117,1285,Montana,26,12,14,1837,1845,1294,N Colorado,24,3,21,1585,1809,0,1
2007,118,1436,Vermont,28,22,6,1951,1821,1216,Hartford,28,12,16,1741,1811,0,1
2007,118,1145,Canisius,28,11,17,1958,2040,1259,Loyola MD,28,16,12,1984,1916,0,0
2007,118,1389,St Peter's,28,5,23,1680,1873,1193,Fairfield,30,12,18,1861,1934,0,0
2007,118,1250,Lehigh,27,10,17,1706,1803,1221,Holy Cross,29,21,8,1846,1671,0,0
2007,118,1163,Connecticut,27,17,10,1927,1647,1257,Louisville,27,19,8,1907,1674,0,0
2007,118,1444,W Michigan,26,12,14,1857,1865,1405,Toledo,26,15,11,1804,1797,0,0
2007,118,1435,Vanderbilt,26,17,9,1968,1835,1246,Kentucky,27,19,8,1973,1783,0,1
2007,118,1306,New Hampshire,27,9,18,1582,1757,1420,UMBC,28,11,17,1691,1819,0,1
2007,118,1272,Memphis,27,24,3,2173,1686,1222,Houston,27,15,12,2007,1917,0,1
2007,118,1310,Niagara,29,18,11,2172,2146,1351,Rider,28,15,13,1963,2055,0,1
2007,118,1107,SUNY Albany,28,19,9,1928,1845,1131,Boston Univ,27,11,16,1628,1611,0,1
2007,118,1185,E Michigan,27,10,17,1717,1887,1123,Ball St,27,9,18,1621,1720,0,1
2007,118,1286,Montana St,25,9,16,1646,1795,1319,Northern Arizona,24,13,11,1960,1969,0,0
2007,118,1113,Arizona St,25,6,19,1482,1577,1112,Arizona,26,17,9,2088,1903,0,0
2007,118,1326,Ohio St,28,25,3,2115,1713,1458,Wisconsin,29,26,3,2111,1683,0,1
2007,118,1141,C Michigan,26,11,15,1691,1798,1296,N Illinois,25,5,20,1668,1818,0,1
2007,118,1385,St John's,28,15,13,1785,1801,1181,Duke,28,21,7,1950,1662,0,0
2007,118,1263,Maine,26,9,17,1665,1791,1392,Stony Brook,27,9,18,1629,1754,0,1
2007,118,1459,Wofford,25,6,19,1734,1923,1202,Furman,26,12,14,1748,1780,0,1
2007,118,1264,Manhattan,28,12,16,1835,1936,1233,Iona,28,2,26,1631,1948,0,1
2007,118,1268,Maryland,28,21,7,2229,1873,1314,North Carolina,28,24,4,2450,1877,0,1
2007,119,1148,Central Conn,29,18,11,1981,1916,1447,Wagner,27,10,17,1905,1989,0,1
2007,119,1334,Pacific,25,10,15,1693,1775,1253,Long Beach St,25,18,7,1987,1840,0,0
2007,119,1170,CS Sacramento,26,7,19,1887,2167,1451,Weber St,25,15,10,1741,1709,0,1
2007,119,1164,Coppin St,27,9,18,1657,1946,1271,MD E Shore,26,2,24,1536,1922,0,1
2007,119,1226,Idaho St,26,11,15,1736,1751,1285,Montana,27,13,14,1922,1909,0,0
2007,119,1328,Oklahoma,26,14,12,1759,1525,1242,Kansas,29,25,4,2291,1732,0,0
2007,119,1360,San Diego,25,13,12,1857,1857,1211,Gonzaga,30,20,10,2372,2111,0,0
2007,119,1175,Delaware St,27,16,11,1602,1618,1126,Bethune-Cookman,24,6,18,1286,1573,0,1
2007,119,1115,Ark Pine Bluff,25,8,17,1479,1656,1238,Jackson St,27,15,12,1921,1994,0,1
2007,119,1106,Alabama St,25,8,17,1487,1656,1411,TX Southern,23,10,13,1486,1696,0,1
2007,119,1105,Alabama A&M,23,5,18,1336,1569,1341,Prairie View,25,5,20,1454,1797,0,1
2007,119,1182,Duquesne,26,10,16,2040,2197,1103,Akron,26,20,6,1953,1612,0,0
2007,119,1290,MS Valley St,28,14,14,1699,1761,1212,Grambling,20,8,12,1260,1439,0,1
2007,119,1214,Hampton,27,13,14,1832,1869,1299,NC A&T,26,11,15,1880,1915,0,0
2007,119,1258,Loy Marymount,27,11,16,1790,1977,1388,St Mary's CA,26,12,14,1825,1774,0,0
2007,119,1288,Morgan St,26,11,15,1792,1874,1224,Howard,27,9,18,1758,1939,0,1
2007,119,1383,St Francis NY,29,8,21,1822,1992,1192,F Dickinson,27,13,14,1961,2045,0,1
2007,119,1384,St Francis PA,27,6,21,1777,1974,1284,Monmouth NJ,29,12,17,1876,1955,0,1
2007,119,1313,Norfolk St,26,8,18,1684,1951,1354,S Carolina St,27,12,15,1771,1841,0,1
2007,119,1337,Pepperdine,28,7,21,2142,2320,1365,Santa Clara,27,19,8,1835,1692,0,1
2007,119,1312,NJIT,26,5,21,1486,1802,1410,UTRGV,23,9,14,1503,1601,0,0
2007,119,1393,Syracuse,28,20,8,2108,1879,1207,Georgetown,27,22,5,1863,1521,0,1
2007,119,1362,San Francisco,28,11,17,2068,2138,1339,Portland,28,7,21,1715,1967,0,1
2007,119,1357,Sacred Heart,28,15,13,2173,2166,1346,Quinnipiac,25,12,13,1764,1793,0,1
2007,119,1352,Robert Morris,25,15,10,1871,1804,1254,LIU Brooklyn,27,9,18,1827,1978,0,1
2007,120,1338,Pittsburgh,29,24,5,2072,1779,1452,West Virginia,26,19,7,1839,1574,0,1
2007,120,1399,Tennessee Tech,29,17,12,2152,2109,1369,SE Missouri St,29,10,19,2024,2229,0,1
2007,120,1453,WI Green Bay,28,14,14,1893,1883,1156,Cleveland St,27,7,20,1670,1872,0,1
2007,120,1219,High Point,26,17,9,1885,1801,1347,Radford,27,6,21,1852,2040,0,1
2007,120,1184,E Kentucky,27,16,11,1777,1744,1287,Morehead St,27,10,17,1721,1776,0,1
2007,120,1329,Oklahoma St,27,18,9,2019,1913,1243,Kansas St,29,20,9,2074,1894,0,1
2007,120,1227,IL Chicago,29,12,17,2004,2054,1454,WI Milwaukee,30,9,21,1930,2135,0,1
2007,120,1102,Air Force,28,22,6,1935,1578,1140,BYU,27,20,7,2085,1882,0,0
2007,120,1276,Michigan,29,19,10,1876,1738,1277,Michigan St,29,21,8,1923,1625,0,1
2007,120,1319,Northern Arizona,25,14,11,2052,2053,1294,N Colorado,25,3,22,1649,1894,0,1
2007,120,1397,Tennessee,29,20,9,2325,2165,1196,Florida,29,25,4,2305,1763,0,1
2007,120,1428,Utah,27,10,17,1885,1932,1361,San Diego St,26,18,8,1903,1784,0,1
2007,120,1293,Murray St,26,14,12,1714,1722,1359,Samford,29,14,15,1690,1750,0,0
2007,120,1122,Austin Peay,27,17,10,1881,1820,1398,Tennessee St,30,11,19,1896,2081,0,1
2007,120,1464,Youngstown St,27,11,16,1745,1854,1178,Detroit,29,11,18,1833,1920,0,1
2007,120,1322,Northwestern LA,26,13,13,2023,2024,1249,Lamar,25,11,14,1765,1856,0,1
2007,120,1226,Idaho St,27,11,16,1807,1823,1286,Montana St,26,9,17,1730,1887,0,1
2007,120,1457,Winthrop,25,21,4,1840,1577,1149,Charleston So,25,4,21,1631,1908,0,1
2007,120,1157,Coastal Car,25,11,14,1811,1838,1421,UNC Asheville,25,7,18,1693,1867,0,0
2007,120,1251,Liberty,27,11,16,1989,2044,1440,VMI,26,8,18,2520,2605,0,0
2007,121,1301,NC State,27,14,13,1934,1936,1448,Wake Forest,27,13,14,1978,2041,0,1
2007,121,1309,New Orleans,28,12,16,2043,2110,1114,Ark Little Rock,28,12,16,1826,1944,0,1
2007,121,1313,Norfolk St,27,9,18,1754,2016,1224,Howard,28,9,19,1820,2024,0,1
2007,121,1317,North Texas,26,16,10,1975,1888,1418,Louisiana,28,8,20,1859,2019,0,1
2007,121,1269,Massachusetts,28,21,7,2141,1889,1247,La Salle,28,10,18,2022,2063,0,1
2007,121,1336,Penn St,27,10,17,1765,1806,1234,Iowa,28,16,12,1934,1834,0,1
2007,121,1154,Citadel,26,4,22,1439,1802,1204,Ga Southern,27,12,15,1826,1858,1,0
2007,121,1407,Troy,28,12,16,2072,2154,1292,MTSU,28,12,16,1748,1810,0,0
2007,121,1281,Missouri,27,17,10,2076,1883,1160,Colorado,24,6,18,1641,1922,0,1
